
DATA_PATH, n, d, k: /home/hrgat/Namizje/Shudian/2021.0096-master/src/clustering_c++/git_instances/ecoli.txt 336 7 10
LOG_PATH: /home/hrgat/Namizje/Shudian/2021.0096-master/src/clustering_c++/git_instances_results/ecoli_10.txt

BRANCH_AND_BOUND_TOL: 0.0001
BRANCH_AND_BOUND_PARALLEL: 2
BRANCH_AND_BOUND_MAX_NODES: 100
BRANCH_AND_BOUND_VISITING_STRATEGY: 0

SDP_SOLVER_SESSION_THREADS_ROOT: 24
SDP_SOLVER_SESSION_THREADS: 24
SDP_SOLVER_FOLDER: /home/hrgat/Namizje/Shudian/SDPNAL+v1.0/
SDP_SOLVER_TOL: 1e-05
SDP_SOLVER_VERBOSE: 1
SDP_SOLVER_MAX_CP_ITER_ROOT: 40
SDP_SOLVER_MAX_CP_ITER: 20
SDP_SOLVER_CP_TOL: 1e-05
SDP_SOLVER_MAX_INEQ: 100000
SDP_SOLVER_INHERIT_PERC: 1
SDP_SOLVER_EPS_INEQ: 0.0001
SDP_SOLVER_EPS_ACTIVE: 1e-06
SDP_SOLVER_MAX_PAIR_INEQ: 100000
SDP_SOLVER_PAIR_PERC: 0.05
SDP_SOLVER_MAX_TRIANGLE_INEQ: 100000
SDP_SOLVER_TRIANGLE_PERC: 0.05

KMEANS_SDP_BASED: 1
KMEANS_MAX_ITER: 100
KMEANS_N_START: 50
KMEANS_VERBOSE: 0


|    N| NODE_PAR|    NODE|      LB_PAR|          LB|  FLAG|  TIME (s)| CP_ITER| CP_FLAG|   CP_INEQ|     PAIR  TRIANGLE    CLIQUE|         GUB|     I      J|     NODE_GAP|          GAP|  OPEN|
|  335|        7|      10|     12.2562|     12.2581|     0|       291|       1|      -3|      8412|       36      5000       335|    12.2654*|    19    116|  0.000592369|  0.000749495|     9|
|  335|        6|      11|     12.2555|      12.266|     0|       453|       3|       2|      9166|       17      5000       335|     12.2654|    54     91| -4.45393e-05|  0.000718159|    10|
|  334|        7|      12|     12.2562|     12.2562|     0|       236|       1|      -3|      8141|       62      5000       334|     12.2654|    19    116|  0.000749495|  0.000718159|     9|
|  335|        4|      13|     12.2566|     12.2581|     0|       386|       1|       3|      8935|        0      4194       335|    12.2649*|    76    117|  0.000560148|  0.000710969|    10|
|  334|       12|      14|     12.2562|     12.2608|     0|       403|       3|      -3|      8346|  27.6667      3530       334|     12.2649|    19     20|  0.000338769|  0.000679631|    11|
|  333|       12|      15|     12.2562|     12.2675|     0|       314|       2|       2|      8471|     23.5      5000       333|     12.2649|    19     20| -0.000213303|  0.000560148|    12|
|  335|       13|      16|     12.2581|     12.2597|     0|       366|       1|      -3|      8935|        0      3937       335|     12.2649|    57     64|  0.000427685|  0.000560148|    11|
|  334|        4|      17|     12.2566|     12.2582|     0|       794|       4|       3|      5067|        8      3820       334|     12.2649|    76    117|   0.00054518|  0.000553837|    12|
|  334|       13|      18|     12.2581|      12.259|     0|       620|       3|      -3|      8789|  18.6667      5000       334|     12.2649|    57     64|  0.000483921|  0.000553837|    13|
|  335|       10|      19|     12.2581|       12.26|     0|       423|       2|      -3|      8582|       19      5000       335|     12.2649|    29     57|  0.000400047|   0.00054518|    14|
|  334|       17|      20|     12.2582|     12.2614|     0|       256|       1|      -3|      5067|        0      5000       334|     12.2649|    57     58|   0.00029064|   0.00054518|    15|
|  334|       10|      21|     12.2581|     12.2581|     0|       390|       3|      -3|      8256|  57.6667      5000       334|     12.2649|    29     57|  0.000553837|  0.000483921|    16|
|  333|       17|      22|     12.2582|     12.2601|     0|       336|       3|      -3|      9032|  8.33333      4738       333|     12.2649|    57     58|  0.000392304|  0.000553837|    17|
|  334|       21|      23|     12.2581|     12.2652|     0|       326|       1|       2|      8275|       99      5000       334|     12.2649|    29    106| -2.57835e-05|  0.000483921|    18|
|  333|       18|      24|      12.259|     12.2617|     0|       242|       2|      -3|      8797|     25.5      5000       333|     12.2649|     5     57|  0.000262489|  0.000483921|    17|
|  333|       21|      25|     12.2581|     12.2639|     0|       447|       2|       2|      8069|     77.5      5000       333|     12.2649|    29    106|  8.68611e-05|  0.000427685|    18|
|  334|       18|      26|      12.259|     12.2653|     0|       248|       0|       2|      8789|        0         0         0|     12.2649|     5     57| -2.76624e-05|  0.000427685|    17|
|  334|       16|      27|     12.2597|     12.2597|     0|       345|       1|      -3|      8508|       30      5000       334|     12.2649|    38     94|  0.000427685|  0.000400047|    16|
|  335|       16|      28|     12.2597|     12.2625|     0|       473|       2|      -3|      9414|        0      3361       335|     12.2649|    38     94|  0.000194417|  0.000427685|    17|
|  334|       27|      29|     12.2597|     12.2597|    -3|       221|       1|      -3|      8508|       36      5000       334|     12.2649|    38    101|  0.000427685|  0.000400047|    18|
|  333|       27|      30|     12.2597|     12.2636|     0|       345|       1|      -3|      8469|        0      1479       333|     12.2649|    38    101|  0.000108999|  0.000427685|    19|
|  334|       29|      31|     12.2597|     12.2701|     0|       314|       1|       2|      9484|       29      5000       334|     12.2649|    56    126| -0.000420421|  0.000400047|    20|
|  333|       29|      32|     12.2597|     12.2673|     0|       387|       1|       2|      9193|       74      5000       333|     12.2649|    56    126| -0.000189277|  0.000400047|    19|
|  335|       19|      33|       12.26|       12.26|    -3|       249|       1|      -3|      8582|        0      5000       335|     12.2649|    49     94|  0.000400047|  0.000392304|    18|
|  335|       33|      34|       12.26|     12.2627|     0|       405|       1|      -3|      8582|        0      5000       335|     12.2649|    81     94|  0.000178146|  0.000400047|    19|
|  334|       19|      35|       12.26|     12.2635|     0|       458|       2|      -3|      8276|      3.5      5000       334|     12.2649|    49     94|  0.000120863|  0.000392304|    20|
|  334|       33|      36|       12.26|      12.264|     0|       318|       2|       2|      7993|       17      5000       334|     12.2649|    81     94|   7.9576e-05|  0.000392304|    21|
|  333|       22|      37|     12.2601|     12.2654|     0|       416|       1|       2|      7262|        0      2873       333|     12.2649|     0     75| -3.55756e-05|  0.000338769|    20|
|  334|       14|      38|     12.2608|     12.2633|     0|       284|       2|      -3|      7284|        0      4424       334|     12.2649|    33    129|  0.000136373|  0.000338769|    19|
|  332|       22|      39|     12.2601|     12.2642|     0|       517|       3|       2|      9618| 0.666667      4993       332|     12.2649|     0     75|   6.2812e-05|   0.00029064|    20|
|  333|       14|      40|     12.2608|     12.2608|    -3|       250|       2|      -3|      8271|       44      5000       333|     12.2649|    33    129|  0.000338769|   0.00029064|    19|
|  334|       20|      41|     12.2614|     12.2635|     0|       406|       4|      -3|      4436|        0      1620       334|     12.2649|    57     94|  0.000115035|  0.000338769|    20|
|  333|       40|      42|     12.2608|     12.2621|     0|       290|       1|      -3|      8271|        0      5000       333|     12.2649|    57     96|  0.000231683|   0.00029064|    21|
|  332|       40|      43|     12.2608|     12.2608|    -3|       316|       2|      -3|      7873|       21      5000       332|     12.2649|    57     96|  0.000338769|  0.000290405|    22|
|  333|       20|      44|     12.2614|     12.2614|     0|       442|       2|      -3|      8902|       59      5000       333|     12.2649|    57     94|   0.00029064|  0.000338769|    23|
|  332|       43|      45|     12.2608|     12.2608|    -3|       210|       1|      -3|      7873|       23      5000       332|     12.2649|    38     94|  0.000338769|   0.00029064|    24|
|  331|       43|      46|     12.2608|     12.2608|    -3|       220|       1|      -3|      7599|       56      5000       331|     12.2649|    38     94|  0.000338769|  0.000338769|    25|
|  332|       45|      47|     12.2608|     12.2608|    -3|       202|       1|      -3|      7873|       19      5000       332|     12.2649|    58     94|  0.000338769|  0.000338769|    26|
|  331|       46|      48|     12.2608|     12.2608|    -3|       192|       1|      -3|      7599|       58      5000       331|     12.2649|    57     81|  0.000338769|  0.000338769|    27|
|  332|       47|      49|     12.2608|     12.2608|    -3|       199|       1|      -3|      7873|        0      5000       332|     12.2649|    57     81|  0.000338769|  0.000338769|    28|
|  331|       48|      50|     12.2608|     12.2608|    -3|       200|       1|      -3|      7599|       55      5000       331|     12.2649|    64    123|  0.000338769|  0.000338769|    29|
|  332|       49|      51|     12.2608|     12.2608|    -3|       202|       1|      -3|      7873|        0      5000       332|     12.2649|   149    225|  0.000338769|  0.000338769|    30|
|  332|       51|      52|     12.2608|     12.2647|     0|       113|       0|       2|      7873|        0         0         0|     12.2649|    33     64|  2.07334e-05|  0.000338769|    31|
|  331|       50|      53|     12.2608|     12.2608|     0|       232|       1|      -3|      7599|       54      5000       331|     12.2649|    38     47|  0.000338769|  0.000338769|    30|
|  331|       51|      54|     12.2608|      12.268|     0|       294|       2|       2|      7271|       71      5000       331|     12.2649|    33     64| -0.000253282|  0.000338769|    31|
|  331|       53|      55|     12.2608|     12.2639|     0|       255|       2|       2|      7367|     56.5      5000       331|     12.2649|    38     57|  8.41266e-05|  0.000338769|    30|
|  331|       47|      56|     12.2608|     12.2649|     0|       148|       1|       2|      7485|       31      5000       331|     12.2649|    57     81|  6.97799e-08|  0.000338769|    29|
|  330|       53|      57|     12.2608|     12.2725|     0|       240|       2|       2|      7328|       30      5000       330|     12.2649|    38     57| -0.000616091|  0.000338769|    28|
|  331|       45|      58|     12.2608|     12.2608|    -3|       223|       1|      -3|      7540|       56      5000       331|     12.2649|    58     94|  0.000338769|  0.000338769|    27|
|  331|       58|      59|     12.2608|      12.266|     0|       161|       0|       2|      7540|        0         0         0|     12.2649|    58    123| -8.31049e-05|  0.000338769|    28|
|  330|       46|      60|     12.2608|      12.265|     0|       360|       3|       2|      7289|  69.6667      5000       330|     12.2649|    57     81| -4.80288e-06|  0.000338769|    27|
|  330|       50|      61|     12.2608|     12.2608|    -3|       203|       1|      -3|      7450|       59      5000       330|     12.2649|    38     47|  0.000338769|  0.000338769|    26|
|  330|       58|      62|     12.2608|     12.2608|     0|       274|       1|       3|      7520|       44      5000       330|     12.2649|    58    123|  0.000338769|  0.000338769|    27|
|  330|       61|      63|     12.2608|     12.2663|    -3|       113|       0|       2|      7450|        0         0         0|     12.2649|    38     95| -0.000113558|  0.000338769|    28|
|  330|       62|      64|     12.2608|      12.265|     0|       149|       0|       2|      7520|        0         0         0|     12.2649|   211    251| -5.03313e-06|  0.000338769|    27|
|  329|       62|      65|     12.2608|     12.2908|     0|       115|       0|       2|      7153|        0         0         0|     12.2649|   211    251|  -0.00210791|  0.000338769|    26|
|  329|       61|      66|     12.2608|     12.2767|    -3|        97|       0|       2|      7293|        0         0         0|     12.2649|    38     95| -0.000957408|  0.000338769|    25|
|  331|       49|      67|     12.2608|     12.2608|    -3|       193|       1|      -3|      7701|        0      4428       331|     12.2649|   149    225|  0.000338769|   0.00029064|    24|
|  330|       48|      68|     12.2608|     12.2608|    -3|       183|       1|      -3|      7351|       80      5000       330|     12.2649|    64    123|  0.000338769|  0.000338769|    25|
|  331|       67|      69|     12.2608|     12.2653|     0|       114|       0|       2|      7701|        0         0         0|     12.2649|    33     64| -2.92993e-05|  0.000338769|    26|
|  330|       68|      70|     12.2608|     12.2608|    -3|       197|       1|      -3|      7351|       84      5000       330|     12.2649|    28     64|  0.000338769|  0.000338769|    25|
|  329|       68|      71|     12.2608|     12.2608|    -3|       189|       1|      -3|      7261|       77      5000       329|     12.2649|    28     64|  0.000338769|  0.000338769|    26|
|  330|       70|      72|     12.2608|     12.2608|    -3|       187|       1|      -3|      7351|       94      5000       330|     12.2649|    33     64|  0.000338769|  0.000338769|    27|
|  329|       71|      73|     12.2608|     12.2608|    -3|       210|       1|      -3|      7261|       65      5000       329|     12.2649|    28     95|  0.000338769|  0.000338769|    28|
|  330|       72|      74|     12.2608|     12.2608|    -3|       195|       1|      -3|      7351|       98      5000       330|     12.2649|    38     58|  0.000338769|  0.000338769|    29|
|  329|       73|      75|     12.2608|     12.2608|    -3|       194|       1|      -3|      7261|       66      5000       329|     12.2649|    38     47|  0.000338769|  0.000338769|    30|
|  330|       74|      76|     12.2608|     12.2617|    -3|       186|       1|      -3|      7351|       82      5000       330|     12.2649|    36     38|  0.000260889|  0.000338769|    31|
|  329|       75|      77|     12.2608|     12.2635|    -3|       181|       1|      -3|      7261|       50      5000       329|     12.2649|    36     38|  0.000120875|  0.000338769|    32|
|  329|       74|      78|     12.2608|     12.2608|    -3|       195|       1|      -3|      7292|       84      5000       329|     12.2649|    36     38|  0.000338769|  0.000338769|    33|
|  329|       72|      79|     12.2608|     12.2627|    -3|       194|       1|      -3|      7162|      111      5000       329|     12.2649|    38     58|   0.00017877|  0.000338769|    34|
|  329|       78|      80|     12.2608|     12.2608|    -3|       172|       1|      -3|      7292|       80      5000       329|     12.2649|    26     36|  0.000338769|  0.000338769|    35|
|  328|       78|      81|     12.2608|     12.2608|    -3|       179|       1|      -3|      7220|       85      5000       328|     12.2649|    26     36|  0.000338769|  0.000338769|    36|
|  329|       80|      82|     12.2608|     12.2711|     0|       128|       0|       2|      7292|        0         0         0|     12.2649|    36     56| -0.000506758|  0.000338769|    37|
|  328|       81|      83|     12.2608|     12.2693|     0|       128|       0|       2|      7220|        0         0         0|     12.2649|    26     77| -0.000353851|  0.000338769|    36|
|  327|       81|      84|     12.2608|     12.2608|    -3|       181|       1|      -3|      7138|      102      5000       327|     12.2649|    26     77|  0.000338769|  0.000338769|    35|
|  328|       73|      85|     12.2608|     12.2653|     0|       143|       0|       2|      7117|        0         0         0|     12.2649|    38     47| -2.84552e-05|  0.000338769|    36|
|  327|       84|      86|     12.2608|     12.2747|     0|       128|       0|       2|      7138|        0         0         0|     12.2649|    26    113| -0.000793599|  0.000338769|    35|
|  326|       84|      87|     12.2608|     12.2608|    -3|       175|       1|      -3|      7014|       99      5000       326|     12.2649|    26    113|  0.000338769|  0.000338769|    34|
|  330|       67|      88|     12.2608|     12.2608|    -3|       199|       1|      -3|      6675|       41      5000       330|     12.2649|    33     64|  0.000338769|  0.000338769|    35|
|  326|       87|      89|     12.2608|     12.2788|     0|       128|       0|       2|      7014|        0         0         0|     12.2649|    26     99|  -0.00112658|  0.000338769|    36|
|  330|       88|      90|     12.2608|     12.2608|    -3|       180|       1|      -3|      6675|       73      5000       330|     12.2649|    33     58|  0.000338769|  0.000338769|    35|
|  329|       88|      91|     12.2608|     12.2608|    -3|       177|       1|      -3|      6490|       52      5000       329|     12.2649|    33     58|  0.000338769|  0.000338769|    36|
|  330|       90|      92|     12.2608|     12.2682|     0|       129|       0|       2|      6675|        0         0         0|     12.2649|    33     77| -0.000267934|  0.000338769|    37|
|  329|       91|      93|     12.2608|     12.2631|    -3|       201|       1|      -3|      6490|       53      5000       329|     12.2649|    33     58|  0.000152213|  0.000338769|    36|
|  328|       91|      94|     12.2608|     12.2608|    -3|       208|       1|      -3|      6406|       48      5000       328|     12.2649|    33     58|  0.000338769|  0.000338769|    37|
|  328|       94|      95|     12.2608|     12.2608|    -3|       173|       1|      -3|      6406|       47      5000       328|     12.2649|     1     91|  0.000338769|  0.000338769|    38|
|  329|       70|      96|     12.2608|     12.2724|     0|       270|       2|       2|      7208|       95      5000       329|     12.2649|    33     64| -0.000612548|  0.000338769|    39|
|  328|       95|      97|     12.2608|     12.2684|     0|       123|       0|       2|      6406|        0         0         0|     12.2649|     1     38| -0.000285613|  0.000338769|    38|
|  327|       95|      98|     12.2608|     12.2608|    -3|       189|       1|      -3|      6213|       72      5000       327|     12.2649|     1     38|  0.000338769|  0.000338769|    37|
|  328|       75|      99|     12.2608|     12.2608|    -3|       197|       1|      -3|      7202|       62      5000       328|     12.2649|    36     38|  0.000338769|  0.000338769|    38|
|  327|       98|     100|     12.2608|     12.2893|     0|       128|       0|       2|      6213|        0         0         0|     12.2649|    33     93|  -0.00198593|  0.000338769|    39|
|  328|       99|     101|     12.2608|     12.2715|     0|        80|       0|       2|      7202|        0         0         0|     12.2649|    27     36| -0.000538003|  0.000338769|    39|

WALL_TIME: 14154 sec
N_NODES: 102
AVG_INEQ: 4307.62
AVG_CP_ITER: 1.35294
ROOT_GAP: 0.0016206
GAP: 0.000338769
BEST: 12.2649

[matrix size: 336x10; n_nonzero: 336; density: 10.0%]

      (1, 0)          1.0000
      (8, 0)          1.0000
     (15, 0)          1.0000
     (17, 0)          1.0000
     (25, 0)          1.0000
     (26, 0)          1.0000
     (27, 0)          1.0000
     (28, 0)          1.0000
     (31, 0)          1.0000
     (33, 0)          1.0000
     (35, 0)          1.0000
     (36, 0)          1.0000
     (40, 0)          1.0000
     (41, 0)          1.0000
     (42, 0)          1.0000
     (43, 0)          1.0000
     (45, 0)          1.0000
     (46, 0)          1.0000
     (49, 0)          1.0000
     (50, 0)          1.0000
     (52, 0)          1.0000
     (53, 0)          1.0000
     (57, 0)          1.0000
     (59, 0)          1.0000
     (60, 0)          1.0000
     (62, 0)          1.0000
     (65, 0)          1.0000
     (66, 0)          1.0000
     (69, 0)          1.0000
     (72, 0)          1.0000
     (77, 0)          1.0000
     (79, 0)          1.0000
     (80, 0)          1.0000
     (83, 0)          1.0000
     (84, 0)          1.0000
     (85, 0)          1.0000
     (86, 0)          1.0000
     (90, 0)          1.0000
     (94, 0)          1.0000
     (96, 0)          1.0000
    (101, 0)          1.0000
    (105, 0)          1.0000
    (107, 0)          1.0000
    (111, 0)          1.0000
    (116, 0)          1.0000
    (118, 0)          1.0000
    (119, 0)          1.0000
    (125, 0)          1.0000
    (127, 0)          1.0000
    (129, 0)          1.0000
    (130, 0)          1.0000
    (131, 0)          1.0000
    (134, 0)          1.0000
    (135, 0)          1.0000
    (140, 0)          1.0000
    (141, 0)          1.0000
    (144, 0)          1.0000
    (183, 0)          1.0000
    (325, 0)          1.0000
    (330, 0)          1.0000
      (2, 1)          1.0000
      (3, 1)          1.0000
      (5, 1)          1.0000
     (13, 1)          1.0000
     (19, 1)          1.0000
     (22, 1)          1.0000
     (29, 1)          1.0000
     (30, 1)          1.0000
     (32, 1)          1.0000
     (37, 1)          1.0000
     (44, 1)          1.0000
     (47, 1)          1.0000
     (54, 1)          1.0000
     (55, 1)          1.0000
     (56, 1)          1.0000
     (58, 1)          1.0000
     (61, 1)          1.0000
     (64, 1)          1.0000
     (67, 1)          1.0000
     (71, 1)          1.0000
     (76, 1)          1.0000
     (81, 1)          1.0000
     (87, 1)          1.0000
     (88, 1)          1.0000
     (89, 1)          1.0000
     (97, 1)          1.0000
     (98, 1)          1.0000
     (99, 1)          1.0000
    (106, 1)          1.0000
    (108, 1)          1.0000
    (124, 1)          1.0000
    (257, 1)          1.0000
    (327, 1)          1.0000
     (95, 2)          1.0000
    (220, 2)          1.0000
    (262, 2)          1.0000
    (264, 2)          1.0000
    (284, 2)          1.0000
    (285, 2)          1.0000
    (286, 2)          1.0000
    (287, 2)          1.0000
    (288, 2)          1.0000
    (289, 2)          1.0000
    (290, 2)          1.0000
    (291, 2)          1.0000
    (292, 2)          1.0000
    (293, 2)          1.0000
    (294, 2)          1.0000
    (295, 2)          1.0000
    (296, 2)          1.0000
    (297, 2)          1.0000
    (298, 2)          1.0000
    (299, 2)          1.0000
    (301, 2)          1.0000
    (302, 2)          1.0000
    (303, 2)          1.0000
    (304, 2)          1.0000
    (305, 2)          1.0000
    (306, 2)          1.0000
    (307, 2)          1.0000
    (308, 2)          1.0000
    (309, 2)          1.0000
    (310, 2)          1.0000
    (311, 2)          1.0000
    (312, 2)          1.0000
    (313, 2)          1.0000
    (315, 2)          1.0000
    (316, 2)          1.0000
    (317, 2)          1.0000
    (318, 2)          1.0000
    (319, 2)          1.0000
    (320, 2)          1.0000
    (321, 2)          1.0000
    (322, 2)          1.0000
    (323, 2)          1.0000
    (324, 2)          1.0000
    (326, 2)          1.0000
    (328, 2)          1.0000
    (331, 2)          1.0000
    (332, 2)          1.0000
    (333, 2)          1.0000
    (334, 2)          1.0000
    (335, 2)          1.0000
    (145, 3)          1.0000
    (156, 3)          1.0000
    (157, 3)          1.0000
    (162, 3)          1.0000
    (165, 3)          1.0000
    (168, 3)          1.0000
    (171, 3)          1.0000
    (174, 3)          1.0000
    (176, 3)          1.0000
    (177, 3)          1.0000
    (178, 3)          1.0000
    (180, 3)          1.0000
    (181, 3)          1.0000
    (184, 3)          1.0000
    (186, 3)          1.0000
    (187, 3)          1.0000
    (189, 3)          1.0000
    (191, 3)          1.0000
    (194, 3)          1.0000
    (195, 3)          1.0000
    (198, 3)          1.0000
    (200, 3)          1.0000
    (205, 3)          1.0000
    (209, 3)          1.0000
    (210, 3)          1.0000
    (218, 3)          1.0000
    (219, 3)          1.0000
    (221, 3)          1.0000
    (224, 3)          1.0000
    (225, 3)          1.0000
    (226, 3)          1.0000
    (227, 3)          1.0000
    (228, 3)          1.0000
    (229, 3)          1.0000
    (230, 3)          1.0000
    (231, 3)          1.0000
    (232, 3)          1.0000
    (233, 3)          1.0000
    (234, 3)          1.0000
    (235, 3)          1.0000
    (236, 3)          1.0000
    (237, 3)          1.0000
    (238, 3)          1.0000
    (239, 3)          1.0000
    (240, 3)          1.0000
    (241, 3)          1.0000
    (242, 3)          1.0000
    (243, 3)          1.0000
    (244, 3)          1.0000
    (246, 3)          1.0000
    (247, 3)          1.0000
    (248, 3)          1.0000
    (249, 3)          1.0000
    (250, 3)          1.0000
    (252, 3)          1.0000
    (253, 3)          1.0000
    (254, 3)          1.0000
    (255, 3)          1.0000
    (256, 3)          1.0000
    (258, 3)          1.0000
    (314, 3)          1.0000
    (146, 4)          1.0000
    (147, 4)          1.0000
    (148, 4)          1.0000
    (149, 4)          1.0000
    (150, 4)          1.0000
    (151, 4)          1.0000
    (152, 4)          1.0000
    (153, 4)          1.0000
    (154, 4)          1.0000
    (155, 4)          1.0000
    (158, 4)          1.0000
    (159, 4)          1.0000
    (160, 4)          1.0000
    (161, 4)          1.0000
    (163, 4)          1.0000
    (164, 4)          1.0000
    (166, 4)          1.0000
    (167, 4)          1.0000
    (169, 4)          1.0000
    (170, 4)          1.0000
    (172, 4)          1.0000
    (173, 4)          1.0000
    (175, 4)          1.0000
    (179, 4)          1.0000
    (185, 4)          1.0000
    (188, 4)          1.0000
    (190, 4)          1.0000
    (192, 4)          1.0000
    (193, 4)          1.0000
    (196, 4)          1.0000
    (197, 4)          1.0000
    (199, 4)          1.0000
    (201, 4)          1.0000
    (202, 4)          1.0000
    (203, 4)          1.0000
    (204, 4)          1.0000
    (206, 4)          1.0000
    (207, 4)          1.0000
    (208, 4)          1.0000
    (211, 4)          1.0000
    (245, 4)          1.0000
    (222, 5)          1.0000
    (279, 5)          1.0000
    (280, 5)          1.0000
    (281, 5)          1.0000
    (282, 5)          1.0000
    (283, 5)          1.0000
      (0, 6)          1.0000
      (4, 6)          1.0000
      (6, 6)          1.0000
      (7, 6)          1.0000
      (9, 6)          1.0000
     (10, 6)          1.0000
     (11, 6)          1.0000
     (12, 6)          1.0000
     (14, 6)          1.0000
     (16, 6)          1.0000
     (18, 6)          1.0000
     (20, 6)          1.0000
     (21, 6)          1.0000
     (23, 6)          1.0000
     (24, 6)          1.0000
     (34, 6)          1.0000
     (38, 6)          1.0000
     (39, 6)          1.0000
     (48, 6)          1.0000
     (51, 6)          1.0000
     (63, 6)          1.0000
     (68, 6)          1.0000
     (70, 6)          1.0000
     (73, 6)          1.0000
     (74, 6)          1.0000
     (75, 6)          1.0000
     (78, 6)          1.0000
     (82, 6)          1.0000
     (91, 6)          1.0000
     (92, 6)          1.0000
     (93, 6)          1.0000
    (100, 6)          1.0000
    (102, 6)          1.0000
    (103, 6)          1.0000
    (104, 6)          1.0000
    (109, 6)          1.0000
    (110, 6)          1.0000
    (112, 6)          1.0000
    (113, 6)          1.0000
    (114, 6)          1.0000
    (115, 6)          1.0000
    (117, 6)          1.0000
    (120, 6)          1.0000
    (121, 6)          1.0000
    (122, 6)          1.0000
    (123, 6)          1.0000
    (126, 6)          1.0000
    (128, 6)          1.0000
    (132, 6)          1.0000
    (133, 6)          1.0000
    (136, 6)          1.0000
    (137, 6)          1.0000
    (138, 6)          1.0000
    (139, 6)          1.0000
    (142, 6)          1.0000
    (300, 6)          1.0000
    (143, 7)          1.0000
    (212, 7)          1.0000
    (213, 7)          1.0000
    (214, 7)          1.0000
    (215, 7)          1.0000
    (216, 7)          1.0000
    (217, 7)          1.0000
    (259, 8)          1.0000
    (260, 8)          1.0000
    (261, 8)          1.0000
    (263, 8)          1.0000
    (265, 8)          1.0000
    (266, 8)          1.0000
    (267, 8)          1.0000
    (268, 8)          1.0000
    (269, 8)          1.0000
    (270, 8)          1.0000
    (271, 8)          1.0000
    (272, 8)          1.0000
    (273, 8)          1.0000
    (275, 8)          1.0000
    (276, 8)          1.0000
    (277, 8)          1.0000
    (278, 8)          1.0000
    (329, 8)          1.0000
    (182, 9)          1.0000
    (223, 9)          1.0000
    (251, 9)          1.0000
    (274, 9)          1.0000

